client_id,full_name,date_of_birth,gender,nationality_code,height_cm,weight_kg,hair_color,eye_color,spoken_languages,match_label,matched_sanction_id
C002313,JI IZMAILOVA,1984-12-10,M,ru,1.7,82.0,BRO,BLA,RUS,0,
C002314,MARLON ZUNIGA,1978-01-21,M,ru,1.78,,BRO,BRO,SPA,0,
C002315,MIKHAIL ELDERKHADZHIEV,1971-12-17,M,ru,1.75,0.0,BLA,nan,RUS,0,
C002316,DAVIS NURMAGOMEDOV,1992-09-30,M,sv,,0.0,BLA,BROD,RUS,0,
C002317,KHAVAZHDI REDZOVIC,1988-12-23,M,ru,,,BROF,nan,LEZ,0,
C002318,JUAN DELGADO,1994-05-25,M,pk,,0.0,BLA,nan,UZB,0,
C002319,JAVIER GADZHIEV,1985-10-06,F,ru,1.65,0.0,OTHD,BROH,RUS,0,
C002320,EDWARD MUSAEVA,1974-08-11,F,sz,,0.0,OTHD,nan,THA,0,
C002321,IRAKLIY KERIMOV,1966-10-20,M,ru,,70.0,nan,nan,SPA,0,
C002322,JURANDIR REYES,1980-06-22,M,pk,,,OTHD,BLA,URD,0,
C002323,AZIZ YASHURKAEV,1982-11-26,M,sv,,0.0,OTHD,nan,RUS,0,
C002324,AXEL GAITUKAEVA,1979-08-22,F,pk,,0.0,BLA,nan,CHE,0,
C002325,MARINA CARRANZA,1979-08-10,M,ru,1.72,0.0,nan,nan,AZE,0,
C002326,RUSLAN NGALAWA,1995-05-23,M,ru,1.75,0.0,BLA,nan,KUM,0,
C002327,RASUL MISHTAGOV,1985-03-08,M,ru,1.69,0.0,OTHD,nan,ARA,0,
C002328,MIGUEL ABUIAZIDOV,1979-08-22,M,co,,,BLA,nan,AZE,0,
C002329,SIAM MOLLAEV,1987-03-18,M,hk,,0.0,BLA,BROH,RUS,0,
C002330,FOUZI SUN,1993-07-11,M,sv,,0.0,nan,nan,RUS,0,
C002331,HAMZAT ARELLANO,1979-12-18,F,ru,1.68,0.0,nan,nan,ENG,0,
C002332,KENRICK AREVALO,1986-03-14,M,ru,1.78,0.0,OTHD,nan,KUM,0,
C002333,SANTOS REDDY,1979-02-19,M,ru,,0.0,OTHD,BROH,FRE,0,
C002334,KURBONALI TORIA,1975-07-20,M,ru,1.72,0.0,nan,BRO,SPA,0,
C002335,GIA DOSKHOEV,1936-01-25,M,ao,1.94,0.0,OTHD,BRO,ENG,0,
C002336,RONGMEI UZ,1961-07-07,M,bd,1.65,0.0,nan,BROH,SPA,0,
C002337,EDDY HOVORKA,1984-02-15,M,gy,,0.0,OTHD,nan,ARA,0,
C002338,ASLAMBEK KALAICHEV,1999-04-01,M,ru,,0.0,nan,BROH,CHI,0,
C002339,MOISES KHOZHAKHANOV,1988-03-09,M,sv,,0.0,GRY,nan,SPA,0,
C002340,MARIO MELENDEZ,1963-09-10,M,ve,,0.0,BLA,BRO,KUM,0,
C002341,MIKHAIL HERNÁNDEZ,nan,M,ru,,0.0,OTHD,nan,AZE,0,
C002342,ADAM ABDURASHIDOV,1989-11-29,M,ru,1.77,0.0,BLA,BROH,RUS,1,interpol-red-2016-73134
C002343,ANGEL BONILLA,1991-12-27,M,ru,,,nan,BROD,RUS,0,
C002344,WALTER SHARMA,1991-08-28,M,ru,1.63,0.0,OTHD,BLA,nan,0,
C002345,FATIMA ZIUZIUKOVA,nan,M,ru,,,GRY,nan,RUS,0,
C002346,HENRRY ABUCHAEV,1968-01-01,F,ru,1.6,73.0,BLA,BRO,nan,0,
C002347,ISAIAS FATULLAZADE,1991-06-23,M,tr,1.79,0.0,nan,nan,nan,0,
C002348,SHAUBAN MANCIA,1981-08-11,M,sv,1.75,0.0,nan,BLA,RUS,0,
C002349,JOSE VICENTE D EPAZ MACHADO,1992-06-05,M,sv,-0.3999999999999999,51.0,BRO,BROD,SPA,1,interpol-red-2018-2396
C002350,AMIRGAMZA GAZDIEV,1988-03-07,M,ru,1.75,,BLA,BROH,RUS,0,
C002351,SAMUEL AZIEV,1976-03-17,M,ru,1.68,0.0,BROF,BLA,RUS,0,
C002352,ELVIRA ORDOÑEZ,nan,M,uz,,80.0,OTHD,nan,RUS,0,
C002353,KARANAY VELIKHANOVA,nan,M,ru,1.68,0.0,OTHD,nan,RUS,0,
C002354,FARIDA RYBA,1991-03-26,M,ru,,,BLA,nan,PAN,0,
C002355,KAFAR KURBANOV,1964-08-17,M,in,1.76,0.0,OTHD,nan,ENG,0,
C002356,ILIAS MENDOZA,1983-04-05,F,uz,1.68,0.0,nan,BLU,RUS,0,
C002357,KHUSEN MLOAEV,1994-06-04,M,ru,0.74,0.0,BLA,BROH,RUS,1,interpol-red-2016-64172
C002358,BORIS ALIBEKOV,1983-10-02,M,ru,,0.0,nan,nan,KUM,0,
C002359,MOHD DENIEV,1976-06-05,M,ru,1.76,45.0,nan,BLA,nan,0,
C002360,ISMAIL IBRAGIMOV,1998-07-31,M,sv,1.83,93.0,nan,nan,ARA,0,
C002361,DJEMAL FILHO,1955-10-01,M,bd,1.69,84.0,BLA,nan,POR,0,
C002362,RAFIQUL SALAEV,1973-06-11,M,sv,,0.0,nan,nan,RUS,0,
C002363,MARÍA NEFEDOV,1991-07-14,M,ru,,,BLA,nan,SPA,0,
C002364,GOJKO SHAIKH,1981-06-02,M,ru,1.56,,BLA,BROH,FRE,0,
C002365,MORIS RESHIDOV,1994-02-28,M,ro,1.7,0.0,BLA,nan,RUS,0,
C002366,ENRIQUE QAMAR,1993-08-05,M,ru,1.73,64.0,BLA,nan,LEZ,0,
C002367,ASIA ELESIN,1976-07-09,M,ru,1.6,0.0,nan,nan,RUS,0,
C002368,SAKHAVAT NEKHCHIKHANOVA,1984-02-05,M,ru,,,nan,nan,FRE,0,
C002369,DYLAN GODOY,1983-02-10,M,in,,83.0,BROF,BLA,POL,0,
C002370,VENERA LAPEE-EE,1996-12-01,M,sv,1.73,0.0,nan,nan,RUS,0,
C002371,JOSE LIN,1989-02-08,M,ru,1.6,75.0,nan,nan,HIN,0,
C002372,AIDAN VERKHOTIN,1985-10-18,M,ph,,,nan,nan,URD,0,
C002373,SANAN GOJKOVIC,1990-03-23,M,ru,1.78,70.0,BLA,BLA,RUS,0,
C002374,DZHANNET BISWAS,1987-08-27,M,ru,,65.0,nan,nan,RUS,0,
C002375,JAIRO GUOTENG,1979-04-15,M,ru,1.85,0.0,OTHD,nan,nan,0,
C002376,ALIKRAM ASADULLAEV,1991-09-25,M,ru,,0.0,,,LEZ,1,interpol-red-2017-200838
C002377,AYSHAT SATTYBAEV,1947-06-26,M,ru,,0.0,nan,nan,ENG,0,
C002378,VAKHA VINOGRADOV,1988-10-06,M,ru,,55.0,BLA,GRE,RUS,0,
C002379,RADIK MUTALIBOVA,1950-01-03,M,ru,,0.0,BLA,BRO,PAN,0,
C002380,CARLOS ESCOTO,1984-09-12,M,ru,1.85,0.0,nan,BLA,RUS,0,
C002381,JOSE MORAGA,1991-09-27,M,pk,1.7,0.0,OTHD,BLA,RUS,0,
C002382,MARINA GVENETADZE,1987-12-01,M,am,1.76,63.5,BROF,OTHD,RUS,0,
C002383,NICOLE BRACAMONTE,1985-01-28,M,bd,,70.0,nan,BLA,nan,0,
C002384,ALEXANDER RIVAS,1978-05-13,M,ru,,76.5,BLA,nan,RUS,0,
C002385,FARID PIGNATA,1980-08-08,F,ge,1.75,0.0,nan,BLA,RUS,0,
C002386,DMYTRO ADZHIEV,1980-08-07,F,gt,,,nan,BLA,RUS,0,
C002387,NAZIM DEO,1976-11-13,M,ru,1.75,0.0,nan,nan,nan,0,
C002388,SULEYMAN VIDOLOV,1972-01-17,F,ru,1.7,0.0,nan,nan,ARA,0,
C002389,KHADAR LITTLEFIELD,1936-08-01,M,ru,1.65,0.0,BLA,nan,ARA,0,
C002390,KAZBEK BURSAGOV,1978-02-16,M,bo,,,BLA,nan,RUS,0,
C002391,GENARO AYALA,1972-08-16,M,in,,75.0,nan,BLA,RUS,0,
C002392,SARBJIT VISCARRA,1960-06-23,M,nan,1.7,,BLA,nan,ARA,0,
C002393,NIKOLAI SAMADOVA,1989-10-05,M,eg,1.76,0.0,OTHD,BLA,nan,0,
C002394,LAURA CUBILLA,1991-11-29,M,in,,0.0,BLA,nan,TGK,0,
C002395,ADEL VECHIU,1996-05-09,F,br,,,BLA,nan,URD,0,
C002396,PAKHRUDIN DASAEV,1967-10-28,M,ru,1.63,59.0,nan,nan,SPA,0,
C002397,ABDURAGIM CHOU,1978-05-13,M,th,1.75,,OTHD,nan,RUS,0,
C002398,NAPOLEON ROBERTO GOCHEZ RODRIGUEZ,1981-03-15,M,sv,,,,,SPA,1,interpol-red-2021-48604
C002399,DANIEL VAZQUEZ,1979-12-18,M,br,,61.0,BLA,BLA,SNA,0,
C002400,LILIAN BAHAJI,1995-09-27,M,ru,,84.0,BLA,nan,BEN,0,
C002401,ASKAR ZUKHUMOV,1966-10-20,M,sy,1.75,0.0,nan,nan,ENG,0,
C002402,ALBERTO TAYMASKHANOV,1994-10-13,M,gt,1.67,0.0,nan,nan,RUS,0,
C002403,MADINA MANKIEV,1982-11-28,F,co,1.7,90.0,nan,BLA,ARA,0,
C002404,PAULO FLORES,1985-09-29,M,pk,1.68,,nan,nan,HIN,0,
C002405,ALVINO PUPO,1950-07-17,M,ru,1.64,0.0,BLA,nan,ENG,0,
C002406,ERICK BOGATYREV,1989-08-01,M,ru,,0.0,nan,nan,RUS,0,
C002407,OLGA MUSLIMOV,1982-01-06,M,ru,,0.0,BLA,BROH,HIN,0,
C002408,GYULNAZ MUZHEKHOEV,1974-01-03,F,ru,,67.0,OTHD,BLA,RUS,0,
C002409,BAIRON JIN,1994-05-26,M,ru,,0.0,nan,nan,PER,0,
C002410,AKHMAD RAMAZANOV,1980-03-01,M,ru,,0.0,nan,nan,SPA,0,
C002411,ADILKHAN CHAVEZ,1986-06-12,M,ru,,0.0,BLA,nan,SPA,0,
C002412,LEYLA SUBELIANI,1965-03-27,F,ru,,,nan,OTHD,SPA,0,
C002413,BRUNO SHIKHDZHAMALOV,1988-07-12,M,ar,1.66,0.0,BRO,BRO,RUS,0,
C002414,PETR SIMMS,1970-10-01,M,ru,1.78,0.0,nan,nan,IND,0,
C002415,AKHMED KATTOEV,1986-07-12,M,nan,,0.0,nan,nan,RUS,0,
C002416,MUHAMMAD AGAEVA,1993-07-19,M,ca,1.78,0.0,OTHD,nan,ENG,0,
C002417,MAGOMEDRASUL JANDRES,1993-10-17,F,ru,,0.0,OTHD,nan,GEO,0,
C002418,VICTOR BAKHARCHIEV,1987-08-14,M,ru,1.69,,nan,BLA,CHE,0,
C002419,ILIAS MAGOMEDOV,1986-05-02,M,ru,,0.0,nan,BRO,KAZ,0,
C002420,NIZAMI SAMBOLATOV,1989-05-27,M,cz,,0.0,BLA,BLA,RUS,0,
C002421,ADAM SAYYED,1963-04-21,F,ru,,,BLA,nan,nan,0,
C002422,DZHOHAR AGUIRRE,1990-10-11,M,ru,1.74,65.0,BLA,nan,nan,0,
C002423,MAKSIM MIRZAKHANOV,1978-02-02,F,ua,,,nan,OTHD,SPA,0,
C002424,SATKO RODIDEAL,1987-11-29,M,ru,1.65,0.0,BLA,nan,HIN,0,
C002425,NAZMUL ISAEV,1973-01-01,M,tj,1.63,0.0,BLA,BROH,SPA,0,
C002426,SOFIA SYED,1968-01-01,M,pk,,0.0,nan,nan,SPA,0,
C002427,ERICK BEDUNKEVICIUS,1989-02-18,M,ru,,0.0,OTHD,BLA,BEN,0,
C002428,MAGOMEDMIRZE KHIDIROV,1971-09-07,F,ru,1.75,0.0,BRO,BLA,SPA,0,
C002429,ELVARDI ABKAROV,1996-11-10,M,de,,,BLA,BROD,RUS,0,
C002430,OLEG ZALBEKOV,1978-01-18,M,ru,,0.0,nan,nan,FRE,0,
C002431,ANAR TAKHAEV,1991-10-02,M,ru,1.89,,nan,BRO,SPA,0,
C002432,FATIMA HEYMAN,1982-01-06,M,ru,,0.0,BLA,nan,RUS,0,
C002433,KHADIZHAT MATIC,1981-12-21,M,ru,,0.0,nan,BRO,RUS,0,
C002434,NURMAGOMED RIVERA,1973-11-19,M,ru,,0.0,nan,nan,ARM,0,
C002435,MAGOMEDAMIN YAKUPOVA,1970-12-16,M,gt,,0.0,nan,nan,RUS,0,
C002436,LALIT IZIEV,1977-03-14,F,ru,,0.0,OTHD,nan,RUS,0,
C002437,DAMIR IBRAGIMOV,1987-11-09,M,ru,,0.0,,,RUS,1,interpol-red-2018-3423
C002438,DANLEY GORIN,1981-01-09,M,ru,,0.0,BLA,nan,ENG,0,
C002439,GULTEKIN TANAKA,1991-05-15,M,in,1.55,0.0,BLA,BROD,SPA,0,
C002440,IVAN SHEIKHOV,1983-06-07,M,ru,1.75,0.0,nan,BLA,RUS,0,
C002441,MAGOMEDTAGIR CHEMERZAEV,1990-10-06,M,us,1.75,62.0,nan,nan,SPA,0,
C002442,RAFAEL CAPSAMUN,1989-09-20,M,ru,,75.0,nan,nan,SPA,0,
C002443,MOHAMMAD BURSAGOV,1983-09-25,M,bz,,0.0,OTHD,BRO,RUS,0,
C002444,ISSA ROMERO,1969-07-03,M,us,1.7,72.0,nan,BLA,HIN,0,
C002445,OLEG ISMAILOV,1982-09-30,M,gt,1.64,0.0,BLA,BLA,RUS,0,
C002446,MARTIN MAGARA,1982-06-03,M,ca,1.67,0.0,nan,GRE,SPA,0,
C002447,CHINGIZ ZELLMER,1982-07-29,M,ru,,65.0,nan,BRO,RUS,0,
C002448,RASUL SAPAROV,1950-11-24,M,ir,,82.0,OTHD,BRO,ENG,0,
C002449,SABINA CHURAEVA,1975-12-07,M,sv,,0.0,BLA,nan,POR,0,
C002450,ISAK DEO,1980-09-29,M,ru,1.63,66.0,BLA,nan,CHE,0,
C002451,KIZKHANUM MUSAVUZOV,1991-10-20,M,ru,1.7,80.0,nan,nan,RUS,0,
C002452,REVAZ VILLEGAS,1972-04-07,M,ru,,,nan,nan,RUS,0,
C002453,NESTOR ARGUETA,1972-12-09,M,ru,1.69,0.0,BLA,BROH,RUS,0,
C002454,ZAHIDMIYA ALIMAGOMEDOV,1980-06-22,F,ru,,56.0,BLA,BROD,RUS,0,
C002455,MANUEL PARADA,1992-12-21,F,ge,,65.0,nan,nan,CHE,0,
C002456,TAINA MOHAMMED,1965-03-21,M,cf,,59.0,nan,nan,SPA,0,
C002457,ANISAT GAFAROVA,1984-04-01,M,md,1.7,0.0,BLA,nan,CHE,0,
C002458,GHENNADIE EFENDIEVA,1974-04-13,M,ru,,0.0,YELB,nan,SPA,0,
C002459,MARZIYAT FLORES,1969-03-31,M,ru,,74.0,nan,BLA,RUS,0,
C002460,CARLOS EDUARDO GAMEZ VERENZUELA,1998-08-28,M,ve,1.65,57.0,BLA,BRO,SPA,1,interpol-red-2023-80135
C002461,VAN KAZIMOV,1962-08-30,M,ru,1.73,0.0,BROF,BLA,ENG,0,
C002462,JOSE IZMAILOV,1993-07-02,M,az,,0.0,BLA,OTHD,SPA,0,
C002463,JOSE SYED,1987-08-29,M,ru,,,BLA,nan,SPA,0,
C002464,DILSHODBEK TAKHIRZHAN UULU,1984-01-01,M,kg,,0.0,BLA,,ARA,1,interpol-red-2025-73391
C002465,IVAR RAMIREZ,1968-10-28,M,ru,,0.0,nan,nan,SPA,0,
C002466,SAUL TALJAARD,1962-05-02,M,ru,1.68,0.0,BLA,nan,ARA,0,
C002467,MARIANO ROMERO,1964-03-08,M,gt,,0.0,nan,nan,nan,0,
C002468,JOSE VELA,1993-11-01,M,ru,1.6,0.0,nan,BLA,SPA,0,
C002469,VITALII BOBOEV,1989-02-17,M,ru,1.78,0.0,nan,nan,nan,0,
C002470,JORGE ABDURASHIDOVA,1992-12-05,M,sv,,,nan,nan,RUS,0,
C002471,JOSE RUIZ,1962-04-03,M,ru,,75.0,OTHD,BLA,RUS,0,
C002472,IMRAN AREVALO,1993-08-28,F,pk,1.73,,BLA,BLA,HIN,0,
C002473,RAÚL BRAN,1988-11-22,F,ru,1.88,80.0,nan,nan,URD,0,
C002474,EDGAR QUIÑONEZ MEZA,1975-08-02,M,py,,,,,GRN,1,interpol-red-2017-186855
C002475,ELIAS KOCHERIEV,1979-01-09,M,ru,1.78,,nan,BROH,SPA,0,
C002476,RAMZAN SANTAMARIA,1972-08-23,M,vn,,80.0,nan,BROH,nan,0,
C002477,JINEN VYSHEGUROV,1990-07-01,M,ni,,0.0,nan,BROH,BAK,0,
C002478,ZARA CRUZ,1983-12-23,M,sv,,0.0,BLA,BRO,RUS,0,
C002479,ELENA GVENETADZE,1992-09-27,M,so,1.6,0.0,nan,nan,RUS,0,
C002480,IRINA AQUINO,1994-02-05,M,sv,,230.0,BLA,nan,nan,0,
C002481,TIMUR MICHAJLYK,1973-01-01,M,ru,1.74,0.0,nan,BLA,SPA,0,
C002482,WILBER ORELLANA,1996-06-04,M,ru,,0.0,nan,nan,URD,0,
C002483,CHING VAKHROMEEV,1992-02-01,M,ua,,70.0,BLA,OTHD,RUS,0,
C002484,NOEL LIU,1983-01-17,F,ru,,0.0,nan,BRO,RUS,0,
C002485,AZA IGLESIAS,1965-03-21,M,se,1.8,78.0,BRO,BLA,GRE,0,
C002486,JOSÉ DEO,1972-05-02,F,ru,,0.0,nan,nan,RUS,0,
C002487,NASIR AMZAOUROU,1974-05-21,F,au,,0.0,nan,nan,TGK,0,
C002488,VIET BANKOV,1990-09-14,M,ru,,0.0,BLA,nan,nan,0,
C002489,RABIIAT MAMANI,1989-03-22,M,pe,,0.0,OTHD,nan,VIE,0,
C002490,LEONID VANEGAS,1958-01-25,F,ru,1.71,0.0,BLA,BLA,ENG,0,
C002491,BISWAMOHAN ATAEV,1988-11-25,M,ru,1.9,90.0,BLA,BLA,TGK,0,
C002492,JUAN GITIVASOV,1989-03-15,M,ru,1.71,78.5,nan,nan,RUS,0,
C002493,RAMO ALVES,1996-05-12,M,ru,,0.0,nan,nan,SPA,0,
C002494,LALIT MAGOMEDOV,1966-11-29,F,sv,,59.0,nan,GRY,ARA,0,
C002495,ZAIRA SWEENEY,1990-09-11,M,hr,1.75,,nan,nan,nan,0,
C002496,RAFAEL BATURIN,1979-05-20,F,pk,,70.0,OTHD,nan,RUS,0,
C002497,ABDULBASIR GADZHIMAGOMEDOV,1996-06-07,M,pk,,0.0,BRO,BRO,ENG,0,
C002498,SUFYAN YOOSUF,1991-03-27,M,ru,,63.0,BLA,BROH,CHE,0,
C002499,IVAN BENARROCH,1980-06-11,M,ru,1.77,0.0,GRY,BLA,nan,0,
C002500,IBRAGIM ABASOV,1992-04-07,M,ru,,0.0,,,RUS,1,NK-a3kFceufA8JuWsACcUxhS4
C002501,EFRAIN KAFAROV,1990-07-11,M,th,,0.0,nan,nan,ENG,0,
C002502,LIANDRO RYBA,1960-09-23,M,in,,0.0,nan,nan,SPA,0,
C002503,ILLYAS SAMOILENKO,1981-05-01,M,ru,,,nan,nan,RUS,0,
C002504,KHALID OSMANOV,1984-11-14,M,az,,82.0,BLA,nan,RUS,0,
C002505,AIDA GARCIA,1998-09-29,M,bt,1.8,0.0,BLA,nan,RUS,0,
C002506,ZAUR BRITEZ,1991-09-05,M,az,,,BLA,nan,CHE,0,
C002507,RAMZAN KAHRIMAN,1973-08-11,F,bg,1.7,0.0,BLA,GRY,HIN,0,
C002508,JERRY TURSHAEV,1964-11-13,M,in,1.85,0.0,nan,nan,CHI,0,
C002509,FARIDA ARDON,1991-11-14,M,ru,,0.0,BLA,BRO,RUS,0,
C002510,JAMAL WARSAME,1995-11-02,M,ca,1.85,77.0,BLA,BRO,ENG,1,interpol-red-2022-48049
C002511,HAI MUSAEVA,1992-04-07,M,sv,,0.0,nan,nan,ARA,0,
C002512,RAÚL TEMIKOV,1979-12-18,M,ca,1.7,0.0,nan,BLA,nan,0,
C002513,IBRAGIM MARTÍNEZ,1987-08-16,M,sv,,65.0,OTHD,BLA,nan,0,
C002514,SULEYMAN DO,1986-09-24,M,sv,,0.0,BLA,nan,ARA,0,
C002515,ABDULKARIM RIVERA,1993-02-13,M,mx,,0.0,BLA,nan,SPA,0,
C002516,NASRUDI GAZIEVA,1943-01-19,M,id,,60.0,BLA,nan,SPA,0,
C002517,OSCAR VELASCO,1994-05-26,F,ru,1.79,70.0,BLA,nan,RUS,0,
C002518,AYNDI ESSABAR,1987-10-01,M,ru,1.68,,BLA,BROH,RUS,0,
C002519,KATHERINE POP,1993-03-30,M,ru,,85.0,BLA,nan,ENG,0,
C002520,ZAURBEK GOMEZ,1995-08-19,F,ru,,0.0,nan,BROH,SPA,0,
C002521,RODEEN HUANCA,1989-11-15,M,ru,1.6,70.0,nan,BLA,RUS,0,
C002522,GURJIT WANG,1969-04-18,M,ru,,77.0,nan,BROH,SPA,0,
C002523,MLADEN SHADIEV,1984-02-15,M,ru,1.68,,BLA,BROD,PAN,0,
C002524,SERHII GASANOV,1993-11-01,M,nan,,60.0,OTHD,nan,RUS,0,
C002525,AKHMEDKHAN KHAN,1972-10-05,M,bd,,85.0,nan,nan,RUS,0,
C002526,KAMIL PIRH,1966-01-16,M,ru,,0.0,nan,nan,ARA,0,
C002527,SIMON ALIEV,1991-03-28,F,ru,,0.0,BRO,BLA,nan,0,
C002528,MINGXIAN SHABAZOVA,1985-06-18,M,ru,,0.0,BROF,GRE,RUS,0,
C002529,IJAZ QAMAR,1988-05-25,M,pk,1.73,75.0,BLA,BLA,PAN,1,interpol-red-2018-84660
C002530,RADZHABDIBIR KRIUKOV,1967-05-01,M,in,,65.0,GRYG,BRO,RUS,0,
C002531,IBRAKHIM TERAN,1987-08-19,M,zw,1.8,0.0,BRO,GRY,SOM,0,
C002532,MATHIAS STOJISIC,1987-11-11,M,az,1.77,0.0,nan,nan,ENG,0,
C002533,ZAIGINAT BADO,1988-08-02,M,ru,1.8,72.5,OTHD,BLA,SPA,0,
C002534,NASIPLI KHOROLOV,1985-09-26,M,ru,1.8,,nan,nan,HIN,0,
C002535,GUILLERMO BISIKHATOVA,1986-05-19,M,pl,1.6,73.0,OTHD,OTHD,CHE,0,
C002536,NICOLAS AHMED,1977-07-01,F,ml,,75.0,nan,nan,SPA,0,
C002537,DJEMAL ZAKAVOV,1979-12-16,M,py,,82.0,BLA,BLA,RUS,0,
C002538,IHAAB EL RAWI,1993-09-30,M,de,1.88,,BLA,BRO,,1,NK-BjFayskiERk7te3t8atW65
C002539,SAFIYAT SANCHEZ,1993-03-08,M,fr,1.78,,BLA,nan,SPA,0,
C002540,HUSSEN SELYUNIN,1987-07-28,M,in,1.7,82.0,OTHD,BLA,SPA,0,
C002541,ALBERTO HUGO TABORDA,1960-01-27,M,,,,,,,1,interpol-red-2017-200687
C002542,CHING ER,1971-10-18,F,ru,1.65,0.0,nan,BLA,ARA,0,
C002543,ISLAM GADZHIEVA,1971-10-18,M,af,,70.0,BLA,BRO,CHE,0,
C002544,ZELIMKHAN MITIGOV,1991-08-03,M,ru,1.7,62.0,nan,nan,RUS,0,
C002545,DMITRI GAZIMAGOMEDOVA,1979-01-15,M,py,,0.0,nan,OTHD,ENG,0,
C002546,SANDEEP KAITMAZOV,1986-11-13,M,sv,1.7,0.0,BLA,nan,RUS,0,
C002547,ALKHAZUR IRAZIEV,1991-01-01,M,ca,,113.5,nan,nan,LEZ,0,
C002548,AZA CRUZ,1989-02-08,M,ge,,,BLA,BRO,SPA,0,
C002549,BASHIR GASANTAEVA,1985-07-05,M,ru,,0.0,nan,BLA,RUS,0,
C002550,YONI POGORELOVA,1956-10-18,M,us,,0.0,BLA,nan,ENG,0,
C002551,TANZILA RODRIGUEZ,1984-06-01,M,ru,,0.0,BLA,nan,SPA,0,
C002552,FATIMA MEZHIEV,1975-04-08,M,bz,,,BLA,nan,URD,0,
C002553,AKRAMDZHON BIREMOVA,1971-09-04,F,gt,,50.0,GRY,nan,RUS,0,
C002554,FRANCISCO CHARGYNOV,1993-07-14,M,ru,1.54,0.0,nan,nan,ARA,0,
C002555,SERGEY BAKIEV,1989-11-13,M,ru,,0.0,nan,BRO,BAL,0,
C002556,ZULMIRA NAURBIEV,1996-03-26,M,ru,1.75,0.0,nan,nan,RUS,0,
C002557,RAZHIB EZZI,1982-01-08,M,ru,1.78,0.0,nan,BROH,PAN,0,
C002558,LASHA ABDULLAEV,1992-10-20,M,ru,,0.0,BLA,nan,RUS,0,
C002559,ZAURBEK RODRIGUEZ,1990-05-15,M,gt,,0.0,BLA,OTHD,RUS,0,
C002560,TAVUS MAGOMEDSHAPIEV,1981-08-08,M,ru,,0.0,BLA,nan,SPA,0,
C002561,SHAMIL SATTAROV,1984-09-17,F,pk,,,GRY,BLA,RUS,0,
C002562,JOSE BAEZ,1983-10-11,F,eg,1.68,50.0,nan,nan,RUS,0,
C002563,SALIKH ALIBEKOVA,1981-04-29,F,ru,,0.0,nan,nan,HIN,0,
C002564,DADASH GAMZATOV,1978-02-26,F,ar,,0.0,BLA,nan,CHE,0,
C002565,GAMID ESUEV,1995-08-27,M,se,1.7,0.0,nan,nan,FRE,0,
C002566,TURPAL-ALI CLAROS,1955-02-01,M,in,,0.0,BLA,BROD,SPA,0,
C002567,FEDOR NGUYEN,1977-04-20,M,sv,,0.0,BLA,BROD,SPA,0,
C002568,LIGIA SEQUEIRA,1977-04-20,M,gr,1.7,0.0,nan,nan,RUS,0,
C002569,GUSEINI ISMAIL,1973-07-14,M,ru,1.75,0.0,OTHD,nan,RUS,0,
C002570,MATHIAS SAMSONENKO,1976-05-23,M,ru,,0.0,nan,BRO,RUS,0,
C002571,DONGHUA UMAROV,1988-10-06,M,ru,1.58,76.0,nan,nan,RUS,0,
C002572,CARLOS UMAR,1984-10-31,M,ru,1.82,0.0,BLA,nan,URD,0,
C002573,AMINAT LABAZANOV,1980-10-03,M,id,1.7,0.0,nan,nan,ARA,0,
C002574,KURBAN MAKHMUDOV,1981-06-16,M,us,1.8,50.0,nan,BRO,RUS,0,
C002575,ANTON MALOVICHKO,1989-05-19,M,ua,,,,,RUS,1,interpol-red-2012-331038
C002576,MUHAMMAD BULACHEV,1995-08-03,M,in,,0.0,nan,nan,GUJ,0,
C002577,WILFRIDO ORELLANA,1977-08-16,M,pk,,0.0,nan,nan,SPA,0,
C002578,EDWIN BAKHAEVA,1997-08-13,M,ru,1.73,95.0,BLA,nan,ENG,0,
C002579,PRAMOD ALI,1980-12-15,M,ru,1.93,67.5,nan,BLA,nan,0,
C002580,VALERI LEIVA,1972-08-26,M,ba,1.85,58.0,BLA,OTHD,ENG,0,
C002581,BAYRAM SAMUELS,1972-03-20,M,pk,,0.0,nan,BRO,HIN,0,
C002582,ALIREZA AMALAEVA,1964-06-12,M,ru,1.7,0.0,nan,BRO,ENG,0,
C002583,DAVID UTSUMIEVA,1961-01-20,M,ru,1.8,0.0,nan,BROD,RUS,0,
C002584,BISLAN PERALTA,1965-05-13,M,ke,,,BLA,nan,RUS,0,
C002585,BADRUTDIN ASKHABOVA,1991-08-04,M,ru,1.79,68.0,BLA,nan,SPA,0,
C002586,ZHAVAD LARA,nan,M,us,,0.0,BLA,nan,RUS,0,
C002587,ZAIRA KERIMOV,nan,M,ru,1.73,0.0,nan,OTHD,RUS,0,
C002588,HANGSHI TATARINOV,1992-09-12,M,ec,1.76,0.0,BLA,nan,LEZ,0,
C002589,SEID-FATIMA PANDIT,1980-02-27,M,ru,,79.0,nan,nan,SPA,0,
C002590,DZHABU MUTALIBOVA,1981-07-13,M,ve,,0.0,BLA,BRO,RUS,0,
C002591,ORLANDO MIRZAEV,1988-03-26,M,ge,1.77,0.0,OTHD,BRO,RUS,0,
C002592,FRANCISCO ATAEV,1982-11-22,M,bd,,0.0,nan,nan,nan,0,
C002593,SERGIO SINGH,1996-02-28,M,ru,1.73,,BRO,nan,RUS,0,
